grp_name,naive,naive_var_u1,count,val,val_ols,val_lpr,boot_var_rlpr,boot_mean_rlpr,median_rlpr,ci50l_rlpr,ci50u_rlpr,ci80l_rlpr,ci80u_rlpr,ci90l_rlpr,ci90u_rlpr,ci95l_rlpr,ci95u_rlpr
AA 20-40 F,0.428571,0.015998,58,0.204628,0.204628,0.400826,0.011310,0.011310,0.392619,0.332297,0.460522,0.254884,0.521665,0.219630,0.585136,0.210608,0.611373
AA 20-40 M,0.000000,0.028118,33,0.204628,0.204628,0.078353,0.014901,0.014901,0.093352,0.001692,0.154683,-0.089066,0.227284,-0.131094,0.263005,-0.189807,0.309403
AA 40-60 F,0.428571,0.004593,202,0.204628,0.204628,0.424552,0.003953,0.003953,0.429453,0.384288,0.472333,0.352182,0.508348,0.344604,0.531616,0.296210,0.548163
AA 40-60 M,0.156250,0.006065,153,0.204628,0.204628,0.168097,0.005806,0.005806,0.187988,0.127635,0.228772,0.083438,0.264133,0.052866,0.298446,0.029444,0.325021
AA 60-80 F,0.150943,0.003803,244,0.204628,0.204628,0.153478,0.003542,0.003542,0.152846,0.116354,0.190296,0.083980,0.241415,0.063789,0.265213,0.056774,0.276371
AA 60-80 M,0.215686,0.005910,157,0.204628,0.204628,0.204619,0.006192,0.006192,0.211451,0.163262,0.266234,0.117753,0.316645,0.076651,0.331306,0.042550,0.356872
AA 80-100 F,0.176471,0.011599,80,0.204628,0.204628,0.162226,0.010235,0.010235,0.173750,0.105235,0.243833,0.043228,0.305636,0.013741,0.319395,-0.001753,0.383049
AA 80-100 M,0.000000,0.030929,30,0.204628,0.204628,0.033123,0.020832,0.020832,0.008503,-0.068281,0.168572,-0.153976,0.231195,-0.196006,0.259106,-0.219034,0.277410
C 20-40 F,0.285714,0.009871,94,0.204628,0.204628,0.297662,0.006250,0.006250,0.302240,0.246709,0.352331,0.195553,0.409383,0.166594,0.425131,0.154022,0.452687
C 20-40 M,0.500000,0.014059,66,0.204628,0.204628,0.463259,0.011357,0.011357,0.475455,0.390582,0.534551,0.331371,0.583426,0.295727,0.627771,0.276413,0.641721
C 40-60 F,0.346154,0.002143,433,0.204628,0.204628,0.347742,0.001955,0.001955,0.347916,0.321245,0.372028,0.285652,0.393096,0.260076,0.406259,0.233713,0.415092
C 40-60 M,0.180328,0.001925,482,0.204628,0.204628,0.184494,0.002002,0.002002,0.186058,0.153423,0.212044,0.123353,0.239496,0.104032,0.254124,0.100467,0.260752
C 60-80 F,0.153439,0.000981,946,0.204628,0.204628,0.154384,0.000921,0.000921,0.158187,0.136199,0.180460,0.119382,0.194108,0.104686,0.205629,0.095610,0.206805
C 60-80 M,0.190909,0.000970,957,0.204628,0.204628,0.189664,0.000813,0.000813,0.192369,0.171850,0.213503,0.157107,0.224553,0.145610,0.238410,0.138887,0.246514
C 80-100 F,0.141509,0.001767,525,0.204628,0.204628,0.141976,0.001624,0.001624,0.150600,0.118821,0.177879,0.086964,0.189674,0.071897,0.202660,0.066819,0.211972
C 80-100 M,0.160714,0.002812,330,0.204628,0.204628,0.156434,0.002332,0.002332,0.162828,0.131448,0.193058,0.098071,0.218843,0.084841,0.234568,0.072065,0.255986
H 20-40 F,,,0,0.204628,0.204628,0.387316,,,,,,,,,,,
H 20-40 M,,,0,0.204628,0.204628,0.392966,,,,,,,,,,,
H 40-60 F,,,0,0.204628,0.204628,0.385734,,,,,,,,,,,
H 40-60 M,0.500000,0.048836,19,0.204628,0.204628,0.429484,0.020199,0.020199,0.437190,0.347553,0.509846,0.238454,0.614623,0.177502,0.649712,0.125070,0.668299
H 60-80 F,0.000000,0.040343,23,0.204628,0.204628,0.091981,0.020534,0.020534,0.130853,0.009226,0.226275,-0.053507,0.271073,-0.131497,0.294677,-0.182938,0.367436
H 60-80 M,0.333333,0.044185,21,0.204628,0.204628,0.244971,0.020057,0.020057,0.265604,0.193500,0.368171,0.098279,0.465570,0.068083,0.516597,0.017899,0.524295
H 80-100 F,0.000000,0.185577,5,0.204628,0.204628,0.167712,0.031507,0.031507,0.166881,0.067625,0.279374,-0.086737,0.369554,-0.189459,0.412634,-0.197531,0.484642
H 80-100 M,0.000000,0.309295,3,0.204628,0.204628,0.081781,0.042209,0.042209,0.089335,-0.090395,0.230564,-0.179214,0.340055,-0.262038,0.373242,-0.288364,0.411041
O 20-40 F,,,0,0.204628,0.204628,0.346399,,,,,,,,,,,
O 20-40 M,,,0,0.204628,0.204628,0.467411,,,,,,,,,,,
O 40-60 F,1.000000,0.066277,14,0.204628,0.204628,0.691101,0.021506,0.021506,0.685667,0.603621,0.788357,0.468429,0.847926,0.395169,0.887012,0.362985,0.916346
O 40-60 M,0.333333,0.048836,19,0.204628,0.204628,0.354218,0.021733,0.021733,0.352273,0.249489,0.449774,0.177990,0.554416,0.119817,0.634107,0.091923,0.679513
O 60-80 F,0.250000,0.034366,27,0.204628,0.204628,0.243634,0.019094,0.019094,0.232442,0.166574,0.297599,0.071954,0.407831,0.006805,0.444186,-0.007032,0.554688
O 60-80 M,0.000000,0.033139,28,0.204628,0.204628,0.070458,0.018157,0.018157,0.091753,-0.019390,0.176776,-0.086202,0.248715,-0.143894,0.301780,-0.153020,0.341286
O 80-100 F,0.000000,0.103098,9,0.204628,0.204628,0.088933,0.029867,0.029867,0.102888,0.016824,0.212748,-0.148658,0.300702,-0.218669,0.352970,-0.323438,0.373496
O 80-100 M,0.000000,0.185577,5,0.204628,0.204628,0.136267,0.035807,0.035807,0.135738,-0.004499,0.281443,-0.093275,0.387015,-0.135445,0.485912,-0.177742,0.524954
